0.000000	0.000000	n-001
8.217074	8.217074	n-002
10.062788	10.062788	n-003
13.191116	13.191116	n-004
16.736554	16.736554	n-001
18.665689	18.665689	n-002
20.323703	20.323703	n-003
26.131965	26.131965	n-008
31.110980	31.110980	n-009
35.982116	35.982116	n-010
40.148982	40.148982	n-006
44.680011	44.680011	n-011
46.154104	46.154104	n-012
48.875944	48.875944	n-007
54.157394	54.157394	n-006
56.347483	56.347483	n-011
58.168051	58.168051	n-013
63.440488	63.440488	n-009
